0	0	0
1	-9	0
2	-5	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-4	0
10	-18	0
11	-8	0
12	-4	0
13	-12	0
14	-3	0
15	-18	0
16	0	0

0	0	0
1	-7	0
2	-5	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-4	0
10	-18	0
11	-8	0
12	-4	0
13	-12	0
14	-3	0
15	-18	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-4	0
10	-18	0
11	-8	0
12	-4	0
13	-12	0
14	-3	0
15	-18	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-11	0
10	-18	0
11	-8	0
12	-4	0
13	-12	0
14	-3	0
15	-18	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-11	0
10	-18	0
11	-8	0
12	-4	0
13	-12	0
14	-3	0
15	-18	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-11	0
10	-18	0
11	-8	0
12	-4	0
13	-12	0
14	-3	0
15	-5	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-1	0
7	-7	0
8	-13	0
9	-11	0
10	-18	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-5	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-14	0
7	-7	0
8	-13	0
9	-11	0
10	-18	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-5	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-14	0
7	-7	0
8	-13	0
9	-11	0
10	-16	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-5	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-14	0
7	-7	0
8	-13	0
9	-11	0
10	-14	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-5	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-14	0
7	-7	0
8	-13	0
9	-12	0
10	-14	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-5	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-14	0
7	-7	0
8	-13	0
9	-12	0
10	-14	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-4	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-13	0
7	-7	0
8	-13	0
9	-12	0
10	-14	0
11	-8	0
12	-4	0
13	-3	0
14	-3	0
15	-4	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-7	0
6	-13	0
7	-7	0
8	-13	0
9	-12	0
10	-14	0
11	-8	0
12	-4	0
13	-3	0
14	-5	0
15	-4	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-8	0
6	-13	0
7	-7	0
8	-13	0
9	-12	0
10	-14	0
11	-8	0
12	-4	0
13	-3	0
14	-5	0
15	-4	0
16	0	0

0	0	0
1	-7	0
2	-9	0
3	-12	0
4	-13	0
5	-8	0
6	-13	0
7	-7	0
8	-13	0
