Mleko,200.000,0.17
Sir edamec,13.005,0.14266315442365862
Bel ruh,200.000,0.318
Polnozrnat kruh,182.433,0.5089886888180526
Jajce,200.000,0.2
Makaroni,3.497,0.007623784710707345
Krompir,200.000,0.1752
Banana,200.000,0.14999999999999997
Pomaranča,1.862,0.0033323100234911368
Marmelada,37.700,0.1617343514849565
Kakav,39.387,0.24518457164557877
