$p=5$	$p=10$	$p=15$	$p=20$	$p=25$  $\text{FFT + Hann}$
0.15274154899104941	5.043507340467831	21.446817544721572	871.1107458413882	0.10549124227545689	4.304713831174398
0.15295490801818962	5.071217883352376	21.286017183507248	553.476781870739	0.11023126534616925	4.997669990527971
0.1535969853302881	5.155066121411657	20.819552831275136	218.0662167100458	0.12598400702767565	13.31994395217554
0.1546738163905982	5.297202950615303	20.09189784682659	86.39869781540274	0.15834319218549625	12.187541752091326
0.15619557714496737	5.501210363455397	19.167257434331585	39.537173676852355	0.22105123815929834	4.339486159725841
0.15817676259538851	5.772073455163791	18.118269160841443	21.021364538287205	0.34840367385838106	8.843609772450568
0.1606364435590843	6.116088815727131	17.015483354060514	12.735594866950592	0.6362238278287516	9.588765148304867
0.16359860867998252	6.540645490627384	15.91987940020632	8.624633484178688	1.402584250937116	3.7019597255132415
0.16709260124041453	7.05378110532486	14.879147378354062	6.433952717000121	3.9812871490476534	5.608329468967451
0.17115366318085543	7.663374354728544	13.927228462639695	5.233816388237713	15.773356179401654	17.04199241068737
0.17582360209774656	8.375793074832124	13.08601710694275	4.612649772104239	77.01967192223148	21.232257140148334
0.18115160100445216	9.193794801982337	12.368107858162858	4.3893242136842305	113.81649542927208	20.025060244753217
0.1871951954952624	10.113516198601928	11.779756528437517	4.506957839698232	29.176614331727595	20.178613075214933
0.19402144888235834	11.120558878389323	11.32357974002478	5.004164143962052	7.27464643164421	9.504370851918786
0.20170836317964017	12.185568265584438	11.000805257235848	6.039767815441032	2.569862404946951	4.372724611720294
0.2103465728679224	13.260356931840562	10.813069333638943	7.997301561906204	1.2052400832149652	7.697956095567569
0.2200413796865905	14.276432601351374	10.763849354365751	11.789323983715983	0.6994553689895967	6.133455953588074
0.23091520089742676	15.148329721038156	10.859648436987646	19.799381643396444	0.48033971173551393	4.003638676275045
0.24311052139225492	15.783662787702378	11.111036851707894	39.27820220427243	0.38017440285933907	1.871946292896786
0.25679346276351345	16.099654516740763	11.53361418246655	97.42755448501059	0.34188133903481954	5.877154446486061
0.2721581114727699	16.042345417630372	12.148882088134945	326.82872229823323	0.3474428500679529	23.376966808007623
0.28943178545695386	15.601672610651555	12.984889144170218	1454.9770712238353	0.39994767622101796	44.7769761553743
0.30888146646973275	14.81576341140581	14.076284907840098	3219.6623857158797	0.5270035252806448	31.75764794429864
0.3308216876094785	13.76207140498624	15.463037142252611	988.7688303942017	0.8120491296322024	5.5022680500260295
0.355624246489001	12.539017222474474	17.18645573373218	207.2673394641453	1.5194682059669897	2.4765566435797477
0.38373022068410284	11.245551321572163	19.280325605503634	59.501798770386	3.681738946839895	2.225955545407989
0.41566490212198587	9.96542942141431	21.754139381297993	22.737514477753678	12.749169435520583	0.7485279416438041
0.4520564528801429	8.75932494337193	24.565579485627623	10.713228122498586	63.203135730751	6.076408393012007
0.4936593330458912	7.664117952483083	27.58267755557694	5.903245105833333	125.86484234835048	11.344927187961344
0.5413838850381953	6.696700353580058	30.545568673271063	3.677718518220465	27.631324648665206	10.0441136565085
0.5963339108358853	5.859514699100754	33.054063309138066	2.5346287618784955	5.264570572000072	7.91679523701826
0.6598546954118182	5.145912586918852	34.620143979716666	1.9050485648602857	1.4951559231690075	5.09555054023953
0.7335947780680412	4.544420922169144	34.80795857741138	1.547137688764685	0.5797908335016548	3.993047556470705
0.8195859498861178	4.0417191040311495	33.41935231336347	1.3498819252371919	0.28109992171675763	3.442765716776491
0.9203476013004819	3.6244978510362604	30.611490940349174	1.261561401813832	0.16131025117749737	2.7602055846357807
1.0390238672522973	3.2804897711953487	26.849059651896187	1.2620947834720253	0.10597586019695837	2.8584449114217314
1.1795653294271067	2.998950155234208	22.715947176847376	1.3538392216196249	0.07809581658288461	0.9835664884241615
1.346971804966446	2.770806010988071	18.715166675335514	1.563703226846064	0.06377073546631719	1.2867971067102417
1.5476196954374282	2.588625555135123	15.163598792126356	1.9590400313827336	0.05733107523191348	2.576700577719872
1.7897075972601288	2.4465065527103373	12.192473718881805	2.693473154746564	0.05664297453372719	4.035537042705238
2.083869123110929	2.3399436941305534	9.80333414943986	4.1389608546032735	0.06165967887538944	12.426392854305746
2.444024916985211	2.265710714093311	7.929937136270758	7.317799433434499	0.07450926741699647	12.01304140176006
2.888581127234956	2.2217789031371944	6.482910058795079	15.620792429361968	0.10136262569011609	2.640040629341113
3.4421364594647508	2.2072871516256605	5.374605971756953	43.83880820853671	0.15902875288056048	0.4329511078981257
4.13794660634939	2.2225777775882563	4.529768991404884	189.4394503550288	0.2999612402499856	0.23783955055077688
5.021534185131889	2.269316295585663	3.88821035542365	1518.2064990621266	0.7340292451235622	0.46260753853415004
6.156060514797498	2.350722312745709	3.4038145700904954	3868.820003567924	2.7224992819021474	3.7933289799019123
7.630456940255219	2.4719546230405247	3.0422995422704417	440.9710630571863	22.069830064215072	5.340736374993696
9.571964920083392	2.6407200922177085	2.778892328892512	67.92021282994455	452.5356719987432	1.9896249059435787
12.165874047061559	2.86822030798724	2.596392395809809	18.05302899433993	44.13269315839303	0.7207744218710008
15.687294749143053	3.1706257426838675	2.483773352499953	6.752790465986239	3.3924609426922103	0.6770568471878813
20.553587890799747	3.5714000355945994	2.4353599836011393	3.165495247879985	0.6743133449434486	1.065953189447594
27.413298599234384	4.105037105148224	2.450617348247357	1.7454977505847575	0.21805371791503753	2.5689460933923636
37.301728991244374	4.823222424434453	2.5346667204530693	1.0912677243130902	0.09441133641194202	1.9797045784783531
51.92267810009766	5.805299571439318	2.699810183955852	0.7563574067964886	0.04993678324666379	2.275679987229926
74.17910337120357	7.176680625708435	2.9686701201718746	0.5731238748045377	0.030729842747012	9.591383728740952
109.21849652540372	9.142560002457566	3.3802080989621572	0.4708078866187469	0.021396508768735903	12.625680988387114
166.60155972711283	12.052602087608763	4.001312566166011	0.417453243783582	0.016586844534793987	10.227219256339648
265.0806366850454	16.53201783024131	4.949947864879132	0.3990986292022863	0.014193548471664607	6.649637065437446
443.9027278022925	23.764877559125367	6.444110281223108	0.4122774990655839	0.013367466355383877	3.8917772227293965
791.9048360138999	36.15591818317023	8.913322912599291	0.46283988285704897	0.013886263241306903	2.6265340974324682
1530.4390665867847	59.0311737960321	13.27738460051209	0.5706139646541314	0.016036595445496925	0.2112232778268464
3280.7667316722527	105.56655366256453	21.730965051284663	0.786125406250533	0.020909703209309568	0.4125467941554638
8063.36226347767	213.50289608599564	40.32263253466314	1.2458850328283775	0.03163921298047734	0.3620580267114921
23679.669093936398	515.5086023980715	89.44555127653358	2.3895411152275017	0.058371925194748674	2.1228173656725624
84340.86068133269	1647.4107261438592	262.3495058701993	6.115593588434135	0.14460705345692085	6.1306740479230815
287814.70288818475	8833.27943491438	1282.0913904136737	26.15158421302438	0.6013165261076912	1902.9653786582587
367735.95846804546	175533.9482608285	22627.36362546871	393.9124700730408	8.79985059329906	9855.147588666729
138881.62906973757	65041138.9664225	164742835.25782722	16242567.012731848	483102.3229871255	9965.208870887673
42536.276841195846	62492.26185846128	9691.871357571765	171.0786880617961	3.859028886930139	2010.9123564566746
15530.8155586005	5056.636854268149	674.0853885079473	10.492821324683733	0.23345979527586982	6.754145146557256
6844.080888746786	1092.5463703008463	133.94280616207823	1.9102599182024451	0.04229589619430434	5.280655049196023
3494.84075975585	364.0605954927937	41.816167380741376	0.554727551204937	0.01228129703447089	0.4755374600177043
1995.7997659346213	155.23299100546814	16.857392425983836	0.2101057123605329	0.0046683619661121644	0.1279573845739064
1242.4271942411099	77.71327061592123	8.026581537517272	0.09475277119762343	0.0021195820127120867	3.529995245307663
828.0228430900042	43.59047096108238	4.302002846380748	0.04844064466175103	0.001093977183249931	11.12793507009518
583.1960947188471	26.632425299014123	2.521480021992182	0.027256070834799594	0.0006229872077707031	12.632445820504426
430.0142154998089	17.401766353614846	1.5862061686831272	0.01655897151134537	0.00038390897484285544	9.178168761185951
329.597047155684	12.008573003276368	1.057382997261302	0.010720679681559646	0.0002526096777656417	6.1182622718606225
261.2082158732755	8.67407805749176	0.740158085145131	0.007327623437162606	0.00017578196488122536	3.5709012489586396
213.15459139008607	6.515340178090095	0.540427837152397	0.005251219252297948	0.00012844150769925926	3.626400392630323
178.525715190631	5.063922803524292	0.4095373490098595	0.003925121919090206	9.801316996832061e-05	4.237095228368469
153.07214287406765	4.057234864262927	0.3208671239257037	0.0030479378712101046	7.778173815237026e-05	3.7974227964039935
134.09169464184217	3.3411212624001307	0.2591444611577955	0.0024511450865481463	6.397902814027706e-05	2.4560971070157707
119.8176847742206	2.8214883223909455	0.21524688739375583	0.0020365016740415288	5.440140687075448e-05	1.6091786898987843
109.0695380081037	2.438989333313841	0.1835372568757764	0.0017447166049346472	4.771661673813917e-05	7.935916125573722
101.04657596250793	2.155172109824216	0.16043339117774655	0.0015390205424767164	4.3099730474022154e-05	13.850961495815504
95.20305529187526	1.9446047957028538	0.14360992355535057	0.001396207315410837	4.003459812827619e-05	9.451196585325041
91.17110674837265	1.7902564574508681	0.13153834493133904	0.0013015980710939274	3.820261929398387e-05	5.1362367688721395
88.71309271509443	1.680721936626941	0.12321550834827856	0.0012461611708231796	3.7419968456899496e-05	3.2020248934319175
87.69298236796145	1.6085349455760736	0.11800163998207937	0.0012248806233055396	3.7603459328425656e-05	5.382403414843705
88.06097116770715	1.5691547624342956	0.11552528618395788	0.001235903877010722	3.875506667727314e-05	10.524201230702122
89.8484392405158	1.5603991811811706	0.11563234064095637	0.001280240346266543	4.0960709459111055e-05	8.835680051734922
93.17238450755184	1.5822069798358838	0.11836786971364124	0.0013619335728929265	4.440270517965613e-05	4.242993313706685
98.25028203583743	1.6366877530848112	0.12398734242746265	0.0014887529803219832	4.938881714925946e-05	3.9685860322721354
105.42842773376499	1.7284804647996102	0.13300084577762156	0.0016735918736018839	5.6405339090133555e-05	2.806620655293818
115.22986008230578	1.865515410156477	0.14626236293517922	0.001936972053676939	6.620898908551134e-05	1.2844399585923152
128.4329486968045	2.060383976428061	0.16512950563698714	0.002311436939150829	7.998578321739967e-05	1.320285610677289
146.20060998320102	2.332712662523456	0.19174319466926992	0.002849357210895968	9.963129173382924e-05	1.4339297439783047
170.29669439425658	2.7133056670073987	0.22952415949178764	0.0036372023292037745	0.00012826076298472162	1.9041346524134393
203.458462881311	3.251570372206591	0.28408202007045485	0.004822650643340241	0.00017117480219672356	1.3255651761100844
250.06002860398087	4.029358708840192	0.36495118964691425	0.006668520951962894	0.00023777440254861538	1.2631527949748578
317.3422931683681	5.18806819349844	0.48908111578222435	0.009666066228223247	0.00034557134123213904	1.3423076923700497
417.8001336804847	6.9849589739125415	0.6883023916519588	0.014788782132688843	0.0005291440898967898	1.3275118954150376
574.0635348695263	9.918904773190132	1.026535786760883	0.02410647116151906	0.0008617351432674501	1.1989929868161404
829.480775865503	15.036990707440566	1.643252497928998	0.042416928244563515	0.0015124469601333797	3.5966319987391224
1272.5965086340373	24.768923116378737	2.8765425678911773	0.08212086804525279	0.002916537091998168	4.2354431934024115
2097.7137169022767	45.54400208090304	5.66732088903441	0.18017217867306773	0.006365458589034542	1.7016903033422748
3763.7462058142673	97.72857645512916	13.182843946061064	0.4704896638407962	0.016518466990595632	1.5175631209151348
7414.387758698002	265.3179141898516	39.55708153238661	1.6016844988573595	0.055837992844798165	1.952575259015345
15766.89843545296	1082.3468756068114	185.95955492444392	8.691572699832575	0.30071419175080266	978.2484972455796
32480.81208153057	10796.523141735659	2468.7556282535525	139.7908025520416	4.798573972986133	4960.790448259261
47852.84993244758	4623515.174043501	27974126.03734001	12369144.68425549	421299.8940568663	5036.463454399398
36397.74303407072	56304.641673721904	5561.743905721788	315.8965143174029	10.691683752660264	1054.836480754753
16547.620727014775	2056.3556325925515	289.68192536687184	20.647875359364278	0.6943616468985196	3.8144792248713104
6517.699717087932	330.3020852614042	55.443126780580194	4.756654501539687	0.15916724543939922	2.014713815268386
2684.038742965478	92.42715382899289	17.761207887815214	1.8300287963726865	0.06104516691433036	0.595382848916753
1210.2592466516753	34.7052750262434	7.540241515700961	0.9387935439185607	0.03129193867374405	1.0138559768801798
596.598649699733	15.65459521238879	3.83279435350256	0.5822616430135769	0.019451084618541486	1.0746897110749403
317.54427625422124	8.010214275066463	2.211701328054843	0.4149607170727048	0.013944453570998128	0.589834675641927
180.16836619139528	4.49603674849274	1.4040569812607797	0.3300217925221781	0.011206811140461594	0.39098894872614787
107.79494852690391	2.709754750018615	0.961184030639108	0.28776514003352366	0.00993001902357103	1.9377280190880508
67.42021271900958	1.728551486439523	0.7000771415070344	0.2721430745843636	0.009608929566606875	2.470552121251922
43.77887895450743	1.1552010443630094	0.5374084870689838	0.27740174356817965	0.010108282330738875	1.7852027228749936
29.352730145819123	0.8028012345235435	0.43183982167173535	0.303904961726568	0.011553099255388223	1.9962505928801242
20.23212400605294	0.5768757819244963	0.36142387040582236	0.3578392875131479	0.01439125156359555	1.3092673695779937
14.285862934372304	0.42676181865345697	0.3138721786776366	0.4541061623282199	0.019680232910593863	1.0238068234603932
10.303546450759557	0.32390964323584004	0.28203161732328497	0.624654294159572	0.029917961699951687	0.8906462070550193
7.5725790209091	0.25153575414811513	0.2616491269637637	0.9401023362425659	0.051580368810955485	0.7137956960694756
5.659930757100088	0.1994066013849257	0.2502149963966028	1.5693729610129543	0.10405935490115005	0.8422115845640905
4.29495566400985	0.1610802519449122	0.2463486125312875	2.9614069549164235	0.257815913733194	0.4053774533854587
3.3042000758307446	0.13238607519858445	0.2494762310620647	6.459647556411224	0.8381276586332793	1.6144834097687575
2.57396695559447	0.11055579042657994	0.25967950813282625	16.464982139045603	3.6008319077374145	5.054776473639278
2.028198274651023	0.09371059526070942	0.277655122153537	45.49426055656288	10.71221498922742	5.915598986978999
1.6150677453839526	0.08054967161395638	0.30475515150557514	92.79000002960727	5.364579178505134	3.7653886383147954
1.2986622763580336	0.07015608147934813	0.3430874100095214	76.12355797482547	1.2867921171206986	2.3493765771612316
1.053710246541792	0.06187298289378693	0.3956437119494046	31.25979019446701	0.3879307783513613	1.5403481731151756
0.8621753456985138	0.055223021049688806	0.4663779730074473	11.753386405513073	0.15578081907122376	0.9487759103842566
0.7110163605348145	0.049854829851993174	0.560045001220182	5.035151478361654	0.07797669974485767	0.4089988052383886
0.5906895114405452	0.045506910654317924	0.6813956478422568	2.509539311780037	0.046129018289902665	1.0347736847033393
0.4941319764777278	0.04198286341857158	0.833017903719496	1.4252654177561017	0.031140652638048084	1.8314108847632204
0.4160622807148336	0.039134167578100135	1.0109953151324962	0.9014468788971448	0.023451462977343258	0.9897714716953301
0.35249247382799953	0.03684806944965042	1.1985559134287602	0.6233325795451004	0.019412215141764562	1.412130089629438
0.30038383773709953	0.03503898129444185	1.361401922344563	0.4647293317632284	0.017493083761462466	4.020670315104824
0.25740112931104264	0.03364233622647199	1.4532361086464374	0.3697134190489682	0.017056767316246953	2.9852214714327894
