omega	$N=5120$
1.856193825713169446e-02	3.788288779839186771e-01
1.875732708089097520e-02	3.834075431284657554e-01
1.895271590465025593e-02	3.880429475502306658e-01
1.914810472840953667e-02	3.927338477197993560e-01
1.934349355216881741e-02	3.974788768233564751e-01
1.953888237592809815e-02	4.022765401250089634e-01
1.973427119968737889e-02	4.071252103924172250e-01
1.992966002344665963e-02	4.120231234093409411e-01
2.012504884720594037e-02	4.169683736003590990e-01
2.032043767096522111e-02	4.219589097946956913e-01
2.051582649472450184e-02	4.269925311576597271e-01
2.071121531848378258e-02	4.320668833198370029e-01
2.090660414224306679e-02	4.371794547356432914e-01
2.110199296600234753e-02	4.423275733043626756e-01
2.129738178976162827e-02	4.475084032880629614e-01
2.149277061352090901e-02	4.527189425620846697e-01
2.168815943728018975e-02	4.579560202348235687e-01
2.188354826103947048e-02	4.632162946744867726e-01
2.207893708479875122e-02	4.684962519811841641e-01
2.227432590855803196e-02	4.737922049432443661e-01
2.246971473231731270e-02	4.791002925168750259e-01
2.266510355607659344e-02	4.844164798682778494e-01
2.286049237983587418e-02	4.897365590169740490e-01
2.305588120359515492e-02	4.950561501184729818e-01
2.325127002735443565e-02	5.003707034233707551e-01
2.344665885111371639e-02	5.056755019486026681e-01
2.364204767487300060e-02	5.109656648947660251e-01
2.383743649863228134e-02	5.162361518412255101e-01
2.403282532239156208e-02	5.214817677480659830e-01
2.422821414615084282e-02	5.266971687908797994e-01
2.442360296991012356e-02	5.318768690507778008e-01
2.461899179366940429e-02	5.370152480780812088e-01
2.481438061742868503e-02	5.421065593435759888e-01
2.500976944118796577e-02	5.471449395863923204e-01
2.520515826494724651e-02	5.521244190621424908e-01
2.540054708870652725e-02	5.570389326891822535e-01
2.559593591246580799e-02	5.618823320847120550e-01
2.579132473622508873e-02	5.666483984759047576e-01
2.598671355998436946e-02	5.713308564643646559e-01
2.618210238374365020e-02	5.759233886152022031e-01
2.637749120750293094e-02	5.804196508346061156e-01
2.657288003126221515e-02	5.848132884924112096e-01
2.676826885502149589e-02	5.890979532386045880e-01
2.696365767878077663e-02	5.932673204551877078e-01
2.715904650254005737e-02	5.973151072774025572e-01
2.735443532629933810e-02	6.012350911110505569e-01
2.754982415005861884e-02	6.050211285656360571e-01
2.774521297381789958e-02	6.086671747164609236e-01
2.794060179757718032e-02	6.121673026025632458e-01
2.813599062133646106e-02	6.155157228617976761e-01
2.833137944509574180e-02	6.187068033993224914e-01
2.852676826885502254e-02	6.217350889815002057e-01
2.872215709261430328e-02	6.245953206437081517e-01
2.891754591637358401e-02	6.272824547980243581e-01
2.911293474013286475e-02	6.297916819250658493e-01
2.930832356389214896e-02	6.321184447336576362e-01
2.950371238765142970e-02	6.342584556724123468e-01
2.969910121141071044e-02	6.362077136788609755e-01
2.989449003516999118e-02	6.379625200543468377e-01
3.008987885892927192e-02	6.395194933566766826e-01
3.028526768268855265e-02	6.408755832073520509e-01
3.048065650644783339e-02	6.420280829161563174e-01
3.067604533020711413e-02	6.429746408327767782e-01
3.087143415396639487e-02	6.437132703431853731e-01
3.106682297772567561e-02	6.442423584372684031e-01
3.126221180148495982e-02	6.445606727839384709e-01
3.145760062524424056e-02	6.446673672603416838e-01
3.165298944900352129e-02	6.445619858928329782e-01
3.184837827276280203e-02	6.442444651788601373e-01
3.204376709652208277e-02	6.437151347708293114e-01
3.223915592028136351e-02	6.429747165151230570e-01
3.243454474404064425e-02	6.420243218516529238e-01
3.262993356779992499e-02	6.408654475914705717e-01
3.282532239155920573e-02	6.394999701019767890e-01
3.302071121531848646e-02	6.379301379408658379e-01
3.321610003907776720e-02	6.361585629911514772e-01
3.341148886283704794e-02	6.341882101602376309e-01
3.360687768659632868e-02	6.320223857158953074e-01
3.380226651035560942e-02	6.296647243411011008e-01
3.399765533411489016e-02	6.271191749979435626e-01
3.419304415787417090e-02	6.243899856980156260e-01
3.438843298163345163e-02	6.214816872829536099e-01
3.458382180539273237e-02	6.183990763238825794e-01
3.477921062915201311e-02	6.151471972525668352e-01
3.497459945291129385e-02	6.117313238399628705e-01
3.516998827667057459e-02	6.081569401396195174e-01
3.536537710042985533e-02	6.044297210140169296e-01
3.556076592418913607e-02	6.005555123615312629e-01
3.575615474794841681e-02	5.965403111601982333e-01
3.595154357170769754e-02	5.923902454420435504e-01
3.614693239546698522e-02	5.881115543082974240e-01
3.634232121922626596e-02	5.837105680916727657e-01
3.653771004298554670e-02	5.791936887668204248e-01
3.673309886674482744e-02	5.745673707044710588e-01
3.692848769050410818e-02	5.698381018585068070e-01
3.712387651426338891e-02	5.650123854684718783e-01
3.731926533802266965e-02	5.600967223529331740e-01
3.751465416178195039e-02	5.550975938616796723e-01
3.771004298554123113e-02	5.500214455471118535e-01
3.790543180930051187e-02	5.448746716074945873e-01
3.810082063305979261e-02	5.396636001469659050e-01
3.829620945681907335e-02	5.343944792894996798e-01
3.849159828057835409e-02	5.290734641764890389e-01
3.868698710433763482e-02	5.237066048702352372e-01
3.888237592809691556e-02	5.182998351785488289e-01
3.907776475185619630e-02	5.128589624088636389e-01
3.927315357561547704e-02	5.073896580538665990e-01
3.946854239937475778e-02	5.018974494046233303e-01
3.966393122313403852e-02	4.963877120815594624e-01
3.985932004689331926e-02	4.908656634685599762e-01
4.005470887065259999e-02	4.853363570307194785e-01
4.025009769441188073e-02	4.798046774921546076e-01
4.044548651817116147e-02	4.742753368464862063e-01
4.064087534193044221e-02	4.687528711694419203e-01
4.083626416568972295e-02	4.632416382002020883e-01
4.103165298944900369e-02	4.577458156558377733e-01
4.122704181320828443e-02	4.522694002412912528e-01
4.142243063696756517e-02	4.468162073159195335e-01
4.161781946072684590e-02	4.413898711765633087e-01
4.181320828448613358e-02	4.359938459164166558e-01
4.200859710824541432e-02	4.306314068186617439e-01
4.220398593200469506e-02	4.253056522437989040e-01
4.239937475576397580e-02	4.200195059699087241e-01
4.259476357952325654e-02	4.147757199456061361e-01
4.279015240328253727e-02	4.095768774162262815e-01
4.298554122704181801e-02	4.044253963847885824e-01
4.318093005080109875e-02	3.993235333704169276e-01
4.337631887456037949e-02	3.942733874282336459e-01
4.357170769831966023e-02	3.892769043961757935e-01
4.376709652207894097e-02	3.843358813357406478e-01
4.396248534583822171e-02	3.794519711352766778e-01
4.415787416959750245e-02	3.746266872461505026e-01
4.435326299335678318e-02	3.698614085238221549e-01
4.454865181711606392e-02	3.651573841476353222e-01
4.474404064087534466e-02	3.605157385948756232e-01
4.493942946463462540e-02	3.559374766464163953e-01
4.513481828839390614e-02	3.514234884029841521e-01
4.533020711215318688e-02	3.469745542928128201e-01
4.552559593591246762e-02	3.425913500530766154e-01
4.572098475967174835e-02	3.382744516691495451e-01
4.591637358343102909e-02	3.340243402572634079e-01
4.611176240719030983e-02	3.298414068776602259e-01
4.630715123094959057e-02	3.257259572667504655e-01
4.650254005470887131e-02	3.216782164781663012e-01
4.669792887846815205e-02	3.176983334238806522e-01
4.689331770222743279e-02	3.137863853077978993e-01
4.708870652598671352e-02	3.099423819453470674e-01
4.728409534974600120e-02	3.061662699637115459e-01
4.747948417350528194e-02	3.024579368782924771e-01
4.767487299726456268e-02	2.988172150419716178e-01
4.787026182102384342e-02	2.952438854645626498e-01
4.806565064478312416e-02	2.917376815006428314e-01
4.826103946854240490e-02	2.882982924046882389e-01
4.845642829230168563e-02	2.849253667530734502e-01
4.865181711606096637e-02	2.816185157331105304e-01
4.884720593982024711e-02	2.783773162998368078e-01
4.904259476357952785e-02	2.752013142017333269e-01
4.923798358733880859e-02	2.720900268770055086e-01
4.943337241109808933e-02	2.690429462224184221e-01
4.962876123485737007e-02	2.660595412370336810e-01
4.982415005861665080e-02	2.631392605434668686e-01
5.001953888237593154e-02	2.602815347895490738e-01
5.021492770613521228e-02	2.574857789334871749e-01
5.041031652989449302e-02	2.547513944157914212e-01
5.060570535365377376e-02	2.520777712213918553e-01
5.080109417741305450e-02	2.494642898354790528e-01
5.099648300117233524e-02	2.469103230967031326e-01
5.119187182493161598e-02	2.444152379514174800e-01
5.138726064869089671e-02	2.419783971127237587e-01
5.158264947245017745e-02	2.395991606280689634e-01
5.177803829620945819e-02	2.372768873591879213e-01
5.197342711996873893e-02	2.350109363781408556e-01
5.216881594372801967e-02	2.328006682832157725e-01
5.236420476748730041e-02	2.306454464383846936e-01
5.255959359124658115e-02	2.285446381400015325e-01
5.275498241500586188e-02	2.264976157143532010e-01
5.295037123876514956e-02	2.245037575496093563e-01
5.314576006252443030e-02	2.225624490656738230e-01
5.334114888628371104e-02	2.206730836253383843e-01
5.353653771004299178e-02	2.188350633900837117e-01
5.373192653380227252e-02	2.170478001237784449e-01
5.392731535756155326e-02	2.153107159474504373e-01
5.412270418132083399e-02	2.136232440482197514e-01
5.431809300508011473e-02	2.119848293453877874e-01
5.451348182883939547e-02	2.103949291166049840e-01
5.470887065259867621e-02	2.088530135869368642e-01
5.490425947635795695e-02	2.073585664835767284e-01
5.509964830011723769e-02	2.059110855588597022e-01
5.529503712387651843e-02	2.045100830841520279e-01
5.549042594763579916e-02	2.031550863171128762e-01
5.568581477139507990e-02	2.018456379447428894e-01
5.588120359515436064e-02	2.005812965045536966e-01
5.607659241891364138e-02	1.993616367861335836e-01
5.627198124267292212e-02	1.981862502153002026e-01
5.646737006643220286e-02	1.970547452229693686e-01
5.666275889019148360e-02	1.959667476008112308e-01
5.685814771395076433e-02	1.949219008456938851e-01
5.705353653771004507e-02	1.939198664948736939e-01
5.724892536146932581e-02	1.929603244538265205e-01
5.744431418522860655e-02	1.920429733185675392e-01
5.763970300898788729e-02	1.911675306942800245e-01
5.783509183274716803e-02	1.903337335120059148e-01
5.803048065650644877e-02	1.895413383451412248e-01
5.822586948026572951e-02	1.887901217274338683e-01
5.842125830402501718e-02	1.880798804741589669e-01
5.861664712778429792e-02	1.874104320081240449e-01
5.881203595154357866e-02	1.867816146921431608e-01
5.900742477530285940e-02	1.861932881695945174e-01
5.920281359906214014e-02	1.856453337146859173e-01
5.939820242282142088e-02	1.851376545940289775e-01
5.959359124658070161e-02	1.846701764411417812e-01
5.978898007033998235e-02	1.842428476454950337e-01
5.998436889409926309e-02	1.838556397577329748e-01
6.017975771785854383e-02	1.835085479127180619e-01
6.037514654161782457e-02	1.832015912720661999e-01
6.057053536537710531e-02	1.829348134878744370e-01
6.076592418913638605e-02	1.827082831893695747e-01
6.096131301289566679e-02	1.825220944942481105e-01
6.115670183665494752e-02	1.823763675465267520e-01
6.135209066041422826e-02	1.822712490827712861e-01
6.154747948417350900e-02	1.822069130286301242e-01
6.174286830793278974e-02	1.821835611276639844e-01
6.193825713169207048e-02	1.822014236045434443e-01
6.213364595545135122e-02	1.822607598647526250e-01
6.232903477921063196e-02	1.823618592330382426e-01
6.252442360296991963e-02	1.825050417329343588e-01
6.271981242672919343e-02	1.826906589097948563e-01
6.291520125048848111e-02	1.829190946998909550e-01
6.311059007424775491e-02	1.831907663482424675e-01
6.330597889800704259e-02	1.835061253779967372e-01
6.350136772176631639e-02	1.838656586143092575e-01
6.369675654552560407e-02	1.842698892658367338e-01
6.389214536928487786e-02	1.847193780671328722e-01
6.408753419304416554e-02	1.852147244853989128e-01
6.428292301680343934e-02	1.857565679952684345e-01
6.447831184056272702e-02	1.863455894254873457e-01
6.467370066432200082e-02	1.869825123816004631e-01
6.486908948808128850e-02	1.876681047489907883e-01
6.506447831184056230e-02	1.884031802808834866e-01
6.525986713559984997e-02	1.891886002762131203e-01
6.545525595935912377e-02	1.900252753525549509e-01
6.565064478311841145e-02	1.909141673196459166e-01
6.584603360687768525e-02	1.918562911593844067e-01
6.604142243063697293e-02	1.928527171185592803e-01
6.623681125439624673e-02	1.939045729209832314e-01
6.643220007815553441e-02	1.950130461061294340e-01
6.662758890191480821e-02	1.961793865018511829e-01
6.682297772567409588e-02	1.974049088392599849e-01
6.701836654943338356e-02	1.986909955183936705e-01
6.721375537319265736e-02	2.000390995338818534e-01
6.740914419695194504e-02	2.014507475704521711e-01
6.760453302071121884e-02	2.029275432788018307e-01
6.779992184447050652e-02	2.044711707430831582e-01
6.799531066822978032e-02	2.060833981520474034e-01
6.819069949198906799e-02	2.077660816867447635e-01
6.838608831574834179e-02	2.095211696385794742e-01
6.858147713950762947e-02	2.113507067725297894e-01
6.877686596326690327e-02	2.132568389513936902e-01
6.897225478702619095e-02	2.152418180380883395e-01
6.916764361078546475e-02	2.173080070942635944e-01
6.936303243454475242e-02	2.194578858948565414e-01
6.955842125830402622e-02	2.216940567796492345e-01
6.975381008206331390e-02	2.240192508644957836e-01
6.994919890582258770e-02	2.264363346365660945e-01
7.014458772958187538e-02	2.289483169598259260e-01
7.033997655334114918e-02	2.315583565189675008e-01
7.053536537710043686e-02	2.342697697321828587e-01
7.073075420085971066e-02	2.370860391655329191e-01
7.092614302461899833e-02	2.400108224842276150e-01
7.112153184837827213e-02	2.430479619789170931e-01
7.131692067213755981e-02	2.462014947081181959e-01
7.151230949589683361e-02	2.494756633011989411e-01
7.170769831965612129e-02	2.528749274699118033e-01
7.190308714341539509e-02	2.564039762803863032e-01
7.209847596717468277e-02	2.600677412417223833e-01
7.229386479093397044e-02	2.638714102719797450e-01
7.248925361469324424e-02	2.678204426074026756e-01
7.268464243845253192e-02	2.719205847262409215e-01
7.288003126221180572e-02	2.761778873645693300e-01
7.307542008597109340e-02	2.805987237080957430e-01
7.327080890973036720e-02	2.851898088511608531e-01
7.346619773348965488e-02	2.899582206220342462e-01
7.366158655724892868e-02	2.949114218822673217e-01
7.385697538100821635e-02	3.000572844173499121e-01
7.405236420476749015e-02	3.054041145463146090e-01
7.424775302852677783e-02	3.109606805893830317e-01
7.444314185228605163e-02	3.167362423452957376e-01
7.463853067604533931e-02	3.227405827437686003e-01
7.483391949980461311e-02	3.289840418537339217e-01
7.502930832356390078e-02	3.354775534447630991e-01
7.522469714732317458e-02	3.422326843174955391e-01
7.542008597108246226e-02	3.492616766392944161e-01
7.561547479484173606e-02	3.565774935437970861e-01
7.581086361860102374e-02	3.641938682778677050e-01
7.600625244236029754e-02	3.721253572069568305e-01
7.620164126611958522e-02	3.803873970202462651e-01
7.639703008987885902e-02	3.889963665106869750e-01
7.659241891363814669e-02	3.979696533423803251e-01
7.678780773739742049e-02	4.073257262592498429e-01
7.698319656115670817e-02	4.170842132350296994e-01
7.717858538491598197e-02	4.272659861158443206e-01
7.737397420867526965e-02	4.378932523637333873e-01
7.756936303243454345e-02	4.489896545730318045e-01
7.776475185619383113e-02	4.605803785024638053e-01
7.796014067995311880e-02	4.726922704449829093e-01
7.815552950371239260e-02	4.853539648459336830e-01
7.835091832747168028e-02	4.985960231791621289e-01
7.854630715123095408e-02	5.124510852016492812e-01
7.874169597499024176e-02	5.269540338317283412e-01
7.893708479874951556e-02	5.421421750356191227e-01
7.913247362250880323e-02	5.580554342640882126e-01
7.932786244626807703e-02	5.747365711577792080e-01
7.952325127002736471e-02	5.922314144388650670e-01
7.971864009378663851e-02	6.105891191313521649e-01
7.991402891754592619e-02	6.298624485060616562e-01
8.010941774130519999e-02	6.501080834333186065e-01
8.030480656506448767e-02	6.713869621513004482e-01
8.050019538882376147e-02	6.937646538265486162e-01
8.069558421258304914e-02	7.173117697015477523e-01
8.089097303634232294e-02	7.421044161000619477e-01
8.108636186010161062e-02	7.682246941027118803e-01
8.128175068386088442e-02	7.957612513230785112e-01
8.147713950762017210e-02	8.248098919202152546e-01
8.167252833137944590e-02	8.554742517904333488e-01
8.186791715513873358e-02	8.878665468057631571e-01
8.206330597889800738e-02	9.221084030272223009e-01
8.225869480265729505e-02	9.583317790400918135e-01
8.245408362641656885e-02	9.966799919617499448e-01
8.264947245017585653e-02	1.037308860290884649e+00
8.284486127393513033e-02	1.080387978636169422e+00
8.304025009769441801e-02	1.126102141525792799e+00
8.323563892145369181e-02	1.174652936006989945e+00
8.343102774521297949e-02	1.226260525657832501e+00
8.362641656897226716e-02	1.281165652023442458e+00
8.382180539273154096e-02	1.339631883441887217e+00
8.401719421649082864e-02	1.401948145843741722e+00
8.421258304025010244e-02	1.468431575517437970e+00
8.440797186400939012e-02	1.539430740178195034e+00
8.460336068776866392e-02	1.615329282140765654e+00
8.479874951152795159e-02	1.696550046191314776e+00
8.499413833528722539e-02	1.783559765144451914e+00
8.518952715904651307e-02	1.876874388375305847e+00
8.538491598280578687e-02	1.977065153223076521e+00
8.558030480656507455e-02	2.084765516545276753e+00
8.577569363032434835e-02	2.200679084443522449e+00
8.597108245408363603e-02	2.325588702996795210e+00
8.616647127784290983e-02	2.460366902609950834e+00
8.636186010160219750e-02	2.605987924404191247e+00
8.655724892536147130e-02	2.763541600299436851e+00
8.675263774912075898e-02	2.934249410753232645e+00
8.694802657288003278e-02	3.119483107639491770e+00
8.714341539663932046e-02	3.320786367121089544e+00
8.733880422039859426e-02	3.539900031931571434e+00
8.753419304415788194e-02	3.778791618451450063e+00
8.772958186791715574e-02	4.039689906702444766e+00
8.792497069167644341e-02	4.325125607719172649e+00
8.812035951543571721e-02	4.637979321440212743e+00
8.831574833919500489e-02	4.981538270540728064e+00
8.851113716295427869e-02	5.359563636049466950e+00
8.870652598671356637e-02	5.776370748036554481e+00
8.890191481047284017e-02	6.236924923772805940e+00
8.909730363423212784e-02	6.746956428880658940e+00
8.929269245799141552e-02	7.313098906778674468e+00
8.948808128175068932e-02	7.943056734751160697e+00
8.968347010550997700e-02	8.645808196769822374e+00
8.987885892926925080e-02	9.431853215145400426e+00
9.007424775302853848e-02	1.031351679221281614e+01
9.026963657678781228e-02	1.130532246594631296e+01
9.046502540054709995e-02	1.242445423502723578e+01
9.066041422430637375e-02	1.369133091184891171e+01
9.085580304806566143e-02	1.513032420634353947e+01
9.105119187182493523e-02	1.677066171643470582e+01
9.124658069558422291e-02	1.864756937381276813e+01
9.144196951934349671e-02	2.080372615237162037e+01
9.163735834310278439e-02	2.329112898647754903e+01
9.183274716686205819e-02	2.617350076911051104e+01
9.202813599062134586e-02	2.952942327012015511e+01
9.222352481438061966e-02	3.345644616831948781e+01
9.241891363813990734e-02	3.807652265278659343e+01
9.261430246189918114e-02	4.354326571625605879e+01
9.280969128565846882e-02	5.005172969697732555e+01
9.300508010941774262e-02	5.785173380008534139e+01
9.320046893317703030e-02	6.726621378100357163e+01
9.339585775693630409e-02	7.871680431416554313e+01
9.359124658069559177e-02	9.275996491669013722e+01
9.378663540445486557e-02	1.101387126950619688e+02
9.398202422821415325e-02	1.318578354658188516e+02
9.417741305197342705e-02	1.592950610427967320e+02
9.437280187573271473e-02	1.943683596576215962e+02
9.456819069949200240e-02	2.397927506566383897e+02
9.476357952325127620e-02	2.994831822902781369e+02
9.495896834701056388e-02	3.792020195643171405e+02
9.515435717076983768e-02	4.876280351518224165e+02
9.534974599452912536e-02	6.381753697330968862e+02
9.554513481828839916e-02	8.521959655258001476e+02
9.574052364204768684e-02	1.164841030048782159e+03
9.593591246580696064e-02	1.636279537139690092e+03
9.613130128956624831e-02	2.374315079448866072e+03
9.632669011332552211e-02	3.582862368191523274e+03
9.652207893708480979e-02	5.673760157933183109e+03
9.671746776084408359e-02	9.548852940695151119e+03
9.691285658460337127e-02	1.739616796714887460e+04
9.710824540836264507e-02	3.528859203389770846e+04
9.730363423212193275e-02	8.351141654031765938e+04
9.749902305588120655e-02	2.511680597584823845e+05
9.769441187964049422e-02	1.155412620361692971e+06
9.788980070339976802e-02	1.398446907931235246e+07
9.808518952715905570e-02	1.352091783236419868e+10
9.828057835091832950e-02	4.121318096958368272e+07
9.847596717467761718e-02	1.979849081440225244e+06
9.867135599843689098e-02	3.564027729265197995e+05
9.886674482219617865e-02	1.074681380310224195e+05
9.906213364595545245e-02	4.271893510018032248e+04
9.925752246971474013e-02	2.017719254146777166e+04
9.945291129347401393e-02	1.072356494383747486e+04
9.964830011723330161e-02	6.210002802246302053e+03
9.984368894099257541e-02	3.838715666201528620e+03
1.000390777647518631e-01	2.497819067571117102e+03
1.002344665885111508e-01	1.694008535324700460e+03
1.004298554122704246e-01	1.188739478430288727e+03
1.006252442360297122e-01	8.583811198385939178e+02
1.008206330597889860e-01	6.350972807084003762e+02
1.010160218835482737e-01	4.798432290592713230e+02
1.012114107073075475e-01	3.692128742707212155e+02
1.014067995310668352e-01	2.886746642886510585e+02
1.016021883548261090e-01	2.289273094140841636e+02
1.017975771785853967e-01	1.838555451847070117e+02
1.019929660023446705e-01	1.493422028755277609e+02
1.021883548261039582e-01	1.225560163055199894e+02
1.023837436498632320e-01	1.015126252929717907e+02
1.025791324736225196e-01	8.479716389850661074e+01
1.027745212973817934e-01	7.138498460556544956e+01
1.029699101211410811e-01	6.052342594735375769e+01
1.031652989449003549e-01	5.165238370712496163e+01
1.033606877686596426e-01	4.435004112136871868e+01
1.035560765924189164e-01	3.829520941060640382e+01
1.037514654161782041e-01	3.324081867718241767e+01
1.039468542399374779e-01	2.899500969250322058e+01
1.041422430636967655e-01	2.540748108252585880e+01
1.043376318874560393e-01	2.235951838581368989e+01
1.045330207112153270e-01	1.975663440901863410e+01
1.047284095349746008e-01	1.752308289919436746e+01
1.049237983587338885e-01	1.559773056477549247e+01
1.051191871824931623e-01	1.393092396299608637e+01
1.053145760062524500e-01	1.248209192839094683e+01
1.055099648300117238e-01	1.121789665264149960e+01
1.057053536537710114e-01	1.011079744392171520e+01
1.059007424775302991e-01	9.137927349356390394e+00
1.060961313012895729e-01	8.280208743092963175e+00
1.062915201250488606e-01	7.521652731234807376e+00
1.064869089488081344e-01	6.848800903232340254e+00
1.066822977725674221e-01	6.250278019592752088e+00
1.068776865963266959e-01	5.716431682047922180e+00
1.070730754200859836e-01	5.239040599156584932e+00
1.072684642438452574e-01	4.811077245515793521e+00
1.074638530676045450e-01	4.426513880164955062e+00
1.076592418913638188e-01	4.080163302115413337e+00
1.078546307151231065e-01	3.767547569368739246e+00
1.080500195388823803e-01	3.484789332332116629e+00
1.082454083626416680e-01	3.228521536502960476e+00
1.084407971864009418e-01	2.995812109368143794e+00
1.086361860101602295e-01	2.784100919946707720e+00
1.088315748339195033e-01	2.591146829358719650e+00
1.090269636576787909e-01	2.414983069777479674e+00
1.092223524814380647e-01	2.253879521854289969e+00
1.094177413051973524e-01	2.106310726097442743e+00
1.096131301289566262e-01	1.970928676253827172e+00
1.098085189527159139e-01	1.846539613685231673e+00
1.100039077764751877e-01	1.732084179736566698e+00
1.101992966002344754e-01	1.626620394925330393e+00
1.103946854239937492e-01	1.529309024732661504e+00
1.105900742477530369e-01	1.439400966004181992e+00
1.107854630715123107e-01	1.356226348753476696e+00
1.109808518952715983e-01	1.279185098099987261e+00
1.111762407190308860e-01	1.207738742231483142e+00
1.113716295427901598e-01	1.141403286307056675e+00
1.115670183665494475e-01	1.079743000429282507e+00
1.117624071903087213e-01	1.022364993274326617e+00
1.119577960140680090e-01	9.689144625314571879e-01
1.121531848378272828e-01	9.190705296602664776e-01
1.123485736615865704e-01	8.725425801862389807e-01
1.125439624853458442e-01	8.290670422800647810e-01
1.127393513091051319e-01	7.884045460761675006e-01
1.129347401328644057e-01	7.503374143870740198e-01
1.131301289566236934e-01	7.146674424127027470e-01
1.133255177803829672e-01	6.812139299345072452e-01
1.135209066041422549e-01	6.498119344936518216e-01
