$p=5$	$p=10$	$p=15$	$p=20$	$p=25$	$\text{FFT + Hann}$
0.02766472423004755	0.02114647888389223	0.05391314293664191	0.1109296409015085	0.1098284530903892	18.412645139093346
0.026739224886929633	0.01857064000745945	0.05977193286184424	0.1049655427397646	0.10685747113419046	24.92871791031329
0.025859914592434877	0.016420708019677297	0.06653630319304567	0.0987315443878902	0.10350995322994024	37.73431340888253
0.025024098529032302	0.014618055494999503	0.07420595611450997	0.09263850860364183	0.10004846640951143	18.92050339959663
0.024229262082953923	0.01310011293136708	0.08269990658538687	0.0869827974812578	0.09669100458273662	5.820224200534508
0.02347305744575299	0.011816885965927549	0.09181822066553208	0.0819538623423589	0.09360296259632621	3.1898550959027077
0.022753291305111674	0.010728263138929599	0.10120577561417499	0.07765523081165977	0.09089806408154504	6.14168259448254
0.022067913529151564	0.009801931373679676	0.11033285703378161	0.07412865821282769	0.08864416953682513	25.435337610252386
0.021415006757514073	0.00901175829339747	0.1185127993358276	0.07137545724865041	0.08687058775890778	21.32260150716944
0.020792776820594612	0.008336533403705623	0.1249745395896075	0.06937250952631065	0.08557467541072268	4.516526679405056
0.020199543915617228	0.00775898563152549	0.12899183917277815	0.06808256577631522	0.08472661810922626	8.819072244912828
0.019633734474821748	0.007265014244776913	0.13004224617546503	0.0674593855650537	0.08427215341311686	12.23240519737545
0.019093873666969827	0.006843085088193066	0.12794205722622443	0.06744851695054316	0.08413363510086729	15.513100319505794
0.01857857847873408	0.006483755424976243	0.12290053491981306	0.06798448788514777	0.0842103303061687	15.33869482028969
0.018086551327370335	0.006179299315984837	0.11546759259392854	0.06898517764697279	0.08437923812192637	8.749762080218845
0.017616574160444296	0.005923412053084887	0.10639764894682832	0.07034436861801663	0.08449798350402747	3.092087090448381
0.017167503002334442	0.005710977194125176	0.09648622017511953	0.07192407207550683	0.08441132812848845	2.6774170246483946
0.016738262910809973	0.005537883606895245	0.08643558995151399	0.07354916249361532	0.08396233404622022	2.629629356214095
0.01632784331021866	0.005400882909451479	0.076779334559144	0.07500786233598497	0.08300805447629489	3.4881130854480986
0.015935293670753047	0.0052974800154569875	0.067865014825324	0.07606201682750864	0.0814379007445678	3.674761471155496
0.015559719505921747	0.005225851324267345	0.059876364501797216	0.07646988310704668	0.07919105717219839	2.4271308872836594
0.01520027866276566	0.005184786565967932	0.052873217667273216	0.07602053821525984	0.0762683557057065	3.2279865705045037
0.014856177881546802	0.005173651522336306	0.04683308038690463	0.07457341774181582	0.07273468499480028	3.2648609253049807
0.014526669603627657	0.005192369875995857	0.0416858778127877	0.07209137115580863	0.06871042595730754	6.850144309053052
0.014211049008065251	0.005241423357576164	0.037339278939638655	0.06865466510502816	0.06435371418187062	11.52363957512345
0.01390865125908849	0.0053218702205492935	0.03369528154981281	0.06444883784356557	0.05983804355942318	5.827861793845675
0.013618848948122535	0.005435382925734168	0.03066001058083089	0.05972930535188065	0.05533063943322388	3.1030183700873053
0.013341049715386117	0.005584306809491798	0.02814880895138722	0.05477458157428754	0.05097594825063862	8.446724020946544
0.013074694037328312	0.005771742487882285	0.026088339967412458	0.049842803433620124	0.04688632069499006	8.906594642388914
0.01281925316730235	0.006001655860557487	0.024416949758184356	0.045142226253145144	0.043139668117954506	3.479272837584495
0.012574227217905623	0.0062790208704032405	0.023084122558951297	0.04081903023839681	0.03978237149132374	0.6817468955063679
0.0123391433743567	0.00661000169349254	0.022049549507789458	0.03695955901364333	0.03683522795835428	2.267188544927271
0.012113554229139808	0.007002182816150746	0.021282118623908663	0.03360125417350173	0.034300480728227	4.622369485124524
0.011897036228933129	0.007464857517928217	0.02075899816319204	0.030746754170889012	0.03216859026326938	3.5770261136091963
0.011689188225554975	0.008009387590761283	0.02046490475346823	0.02837738130241127	0.03042404282392766	1.0555249755593228
