omega	$N=5120$
4.689331770222743279e-02	1.718645573373213153e+01
4.708870652598671352e-02	1.737875346478192284e+01
4.728409534974600120e-02	1.757480038984334669e+01
4.747948417350528194e-02	1.777461991164710753e+01
4.767487299726456268e-02	1.797823273879457417e+01
4.787026182102384342e-02	1.818565664309973684e+01
4.806565064478312416e-02	1.839690620475509419e+01
4.826103946854240490e-02	1.861199254511364032e+01
4.845642829230168563e-02	1.883092304692229391e+01
4.865181711606096637e-02	1.905370106188692603e+01
4.884720593982024711e-02	1.928032560550369467e+01
4.904259476357952785e-02	1.951079103915281365e+01
4.923798358733880859e-02	1.974508673951743276e+01
4.943337241109808933e-02	1.998319675546807517e+01
4.962876123485737007e-02	2.022509945263837139e+01
4.982415005861665080e-02	2.047076714601059066e+01
5.001953888237593154e-02	2.072016572093394160e+01
5.021492770613521228e-02	2.097325424311145525e+01
5.041031652989449302e-02	2.122998455821468866e+01
5.060570535365377376e-02	2.149030088191915766e+01
5.080109417741305450e-02	2.175413938129801750e+01
5.099648300117233524e-02	2.202142774866628017e+01
5.119187182493161598e-02	2.229208476913304793e+01
5.138726064869089671e-02	2.256601988329683195e+01
5.158264947245017745e-02	2.284313274670340732e+01
5.177803829620945819e-02	2.312331278788448330e+01
5.197342711996873893e-02	2.340643876699763126e+01
5.216881594372801967e-02	2.369237833730530340e+01
5.236420476748730041e-02	2.398098761194920669e+01
5.255959359124658115e-02	2.427211073870405755e+01
5.275498241500586188e-02	2.456557948562771188e+01
5.295037123876514956e-02	2.486121284075655424e+01
5.314576006252443030e-02	2.515881662923223772e+01
5.334114888628371104e-02	2.545818315147611699e+01
5.353653771004299178e-02	2.575909084625809342e+01
5.373192653380227252e-02	2.606130398272505744e+01
5.392731535756155326e-02	2.636457238566412187e+01
5.412270418132083399e-02	2.666863119846836128e+01
5.431809300508011473e-02	2.697320068845048979e+01
5.451348182883939547e-02	2.727798609929592288e+01
5.470887065259867621e-02	2.758267755557693235e+01
5.490425947635795695e-02	2.788695002433217596e+01
5.509964830011723769e-02	2.819046333877470900e+01
5.529503712387651843e-02	2.849286228919508801e+01
5.549042594763579916e-02	2.879377678609038682e+01
5.568581477139507990e-02	2.909282210045321904e+01
5.588120359515436064e-02	2.938959918600692944e+01
5.607659241891364138e-02	2.968369508795176515e+01
5.627198124267292212e-02	2.997468344250849626e+01
5.646737006643220286e-02	3.026212507118624373e+01
5.666275889019148360e-02	3.054556867327098146e+01
5.685814771395076433e-02	3.082455161952156075e+01
5.705353653771004507e-02	3.109860084946995684e+01
5.724892536146932581e-02	3.136723387405335828e+01
5.744431418522860655e-02	3.162995988455335805e+01
5.763970300898788729e-02	3.188628096799108036e+01
5.783509183274716803e-02	3.213569342822366792e+01
5.803048065650644877e-02	3.237768921101243791e+01
5.822586948026572951e-02	3.261175743029859575e+01
5.842125830402501718e-02	3.283738599182872520e+01
5.861664712778429792e-02	3.305406330913810109e+01
5.881203595154357866e-02	3.326128010572379878e+01
5.900742477530285940e-02	3.345853129605821863e+01
5.920281359906214014e-02	3.364531793688915684e+01
5.939820242282142088e-02	3.382114923909427517e+01
5.959359124658070161e-02	3.398554462920398578e+01
5.978898007033998235e-02	3.413803584859469709e+01
5.998436889409926309e-02	3.427816907732292862e+01
6.017975771785854383e-02	3.440550706861110797e+01
6.037514654161782457e-02	3.451963127915708895e+01
6.057053536537710531e-02	3.462014397971665147e+01
6.076592418913638605e-02	3.470667032983582345e+01
6.096131301289566679e-02	3.477886040019787117e+01
6.115670183665494752e-02	3.483639112581520436e+01
6.135209066041422826e-02	3.487896817325152199e+01
6.154747948417350900e-02	3.490632770521875017e+01
6.174286830793278974e-02	3.491823802625754780e+01
6.193825713169207048e-02	3.491450109378995847e+01
6.213364595545135122e-02	3.489495387962330852e+01
6.232903477921063196e-02	3.485946956799043761e+01
6.252442360296991963e-02	3.480795857741142640e+01
6.271981242672919343e-02	3.474036939506158461e+01
6.291520125048848111e-02	3.465668921390312107e+01
6.311059007424775491e-02	3.455694436456683860e+01
6.330597889800704259e-02	3.444120053583429808e+01
6.350136772176631639e-02	3.430956277955069567e+01
6.369675654552560407e-02	3.416217529784972839e+01
6.389214536928487786e-02	3.399922101268435171e+01
6.408753419304416554e-02	3.382092091978648796e+01
6.428292301680343934e-02	3.362753323129420835e+01
6.447831184056272702e-02	3.341935231336346845e+01
6.467370066432200082e-02	3.319670742707513966e+01
6.486908948808128850e-02	3.295996128284846804e+01
6.506447831184056230e-02	3.270950842032421235e+01
6.525986713559984997e-02	3.244577342728953795e+01
6.545525595935912377e-02	3.216920901262862742e+01
6.565064478311841145e-02	3.188029394950518380e+01
6.584603360687768525e-02	3.157953090598225643e+01
6.604142243063697293e-02	3.126744418106031986e+01
6.623681125439624673e-02	3.094457736465645681e+01
6.643220007815553441e-02	3.061149094034915308e+01
6.662758890191480821e-02	3.026875984978806500e+01
6.682297772567409588e-02	2.991697103750948727e+01
6.701836654943338356e-02	2.955672099452005952e+01
6.721375537319265736e-02	2.918861331843767815e+01
6.740914419695194504e-02	2.881325630720244035e+01
6.760453302071121884e-02	2.843126060243903908e+01
6.779992184447050652e-02	2.804323689746018999e+01
6.799531066822978032e-02	2.764979372369333177e+01
6.819069949198906799e-02	2.725153532799046019e+01
6.838608831574834179e-02	2.684905965189616950e+01
6.858147713950762947e-02	2.644295642249216272e+01
6.877686596326690327e-02	2.603380536296079484e+01
6.897225478702619095e-02	2.562217452952057783e+01
6.916764361078546475e-02	2.520861877990915190e+01
6.936303243454475242e-02	2.479367837714135803e+01
6.955842125830402622e-02	2.437787773087796239e+01
6.975381008206331390e-02	2.396172427740211930e+01
6.994919890582258770e-02	2.354570749795068352e+01
7.014458772958187538e-02	2.313029807397561299e+01
7.033997655334114918e-02	2.271594717684731535e+01
7.053536537710043686e-02	2.230308588853847596e+01
7.073075420085971066e-02	2.189212474897387750e+01
7.092614302461899833e-02	2.148345342498101118e+01
7.112153184837827213e-02	2.107744049513652129e+01
7.131692067213755981e-02	2.067443334427717616e+01
7.151230949589683361e-02	2.027475816101692274e+01
7.170769831965612129e-02	1.987872003129301746e+01
7.190308714341539509e-02	1.948660312073582546e+01
7.209847596717468277e-02	1.909867093852405162e+01
7.229386479093397044e-02	1.871516667533544265e+01
7.248925361469324424e-02	1.833631360802550958e+01
7.268464243845253192e-02	1.796231556376230643e+01
7.288003126221180572e-02	1.759335743649753070e+01
7.307542008597109340e-02	1.722960574886074880e+01
7.327080890973036720e-02	1.687120925281501016e+01
7.346619773348965488e-02	1.651829956270196931e+01
7.366158655724892868e-02	1.617099181462261015e+01
7.385697538100821635e-02	1.582938534644544681e+01
7.405236420476749015e-02	1.549356439309219802e+01
7.424775302852677783e-02	1.516359879212634532e+01
7.444314185228605163e-02	1.483954469504576679e+01
7.463853067604533931e-02	1.452144528006481394e+01
7.483391949980461311e-02	1.420933146254625612e+01
7.502930832356390078e-02	1.390322259961749651e+01
7.522469714732317458e-02	1.360312718586795278e+01
7.542008597108246226e-02	1.330904353737382628e+01
7.561547479484173606e-02	1.302096046163618936e+01
7.581086361860102374e-02	1.273885791133587730e+01
7.600625244236029754e-02	1.246270762011538835e+01
7.620164126611958522e-02	1.219247371888180531e+01
7.639703008987885902e-02	1.192811333139176888e+01
7.659241891363814669e-02	1.166957714812932068e+01
7.678780773739742049e-02	1.141680997771287132e+01
7.698319656115670817e-02	1.116975127528011846e+01
7.717858538491598197e-02	1.092833564748867303e+01
7.737397420867526965e-02	1.069249333394441059e+01
7.756936303243454345e-02	1.046215066502303337e+01
7.776475185619383113e-02	1.023723049619042058e+01
7.796014067995311880e-02	1.001765261904830062e+01
7.815552950371239260e-02	9.803334149439859146e+00
7.835091832747168028e-02	9.594189893042047501e+00
7.854630715123095408e-02	9.390132688951988271e+00
7.874169597499024176e-02	9.191073731841331806e+00
7.893708479874951556e-02	8.996922873308871971e+00
7.913247362250880323e-02	8.807588903107335554e+00
7.932786244626807703e-02	8.622979810955884616e+00
7.952325127002736471e-02	8.443003029677560889e+00
7.971864009378663851e-02	8.267565660420222784e+00
7.991402891754592619e-02	8.096574680732302909e+00
8.010941774130519999e-02	7.929937136270758025e+00
8.030480656506448767e-02	7.767560316919690067e+00
8.050019538882376147e-02	7.609351918093911316e+00
8.069558421258304914e-02	7.455220187993338854e+00
8.089097303634232294e-02	7.305074061562836008e+00
8.108636186010161062e-02	7.158823281896250279e+00
8.128175068386088442e-02	7.016378509806774133e+00
8.147713950762017210e-02	6.877651422265083525e+00
8.167252833137944590e-02	6.742554800386227676e+00
8.186791715513873358e-02	6.611002607622327609e+00
8.206330597889800738e-02	6.482910058795054553e+00
8.225869480265729505e-02	6.358193680576637696e+00
8.245408362641656885e-02	6.236771364002982487e+00
8.264947245017585653e-02	6.118562409577244843e+00
8.284486127393513033e-02	6.003487565496388179e+00
8.304025009769441801e-02	5.891469059507577377e+00
8.323563892145369181e-02	5.782430624876593761e+00
8.343102774521297949e-02	5.676297520924848072e+00
8.362641656897226716e-02	5.572996548567878961e+00
8.382180539273154096e-02	5.472456061263711646e+00
8.401719421649082864e-02	5.374605971756948541e+00
8.421258304025010244e-02	5.279377754981526394e+00
8.440797186400939012e-02	5.186704447463458933e+00
8.460336068776866392e-02	5.096520643544242724e+00
8.479874951152795159e-02	5.008762488725003514e+00
8.499413833528722539e-02	4.923367670412868158e+00
8.518952715904651307e-02	4.840275406331846497e+00
8.538491598280578687e-02	4.759426430843565647e+00
8.558030480656507455e-02	4.680762979406193125e+00
8.577569363032434835e-02	4.604228771384013541e+00
8.597108245408363603e-02	4.529768991404878875e+00
8.616647127784290983e-02	4.457330269448961602e+00
8.636186010160219750e-02	4.386860659838011323e+00
8.655724892536147130e-02	4.318309619282127976e+00
8.675263774912075898e-02	4.251627984129096482e+00
8.694802657288003278e-02	4.186767946949381702e+00
8.714341539663932046e-02	4.123683032580047758e+00
8.733880422039859426e-02	4.062328073740529177e+00
8.753419304415788194e-02	4.002659186323729301e+00
8.772958186791715574e-02	3.944633744457562763e+00
8.792497069167644341e-02	3.888210355423650011e+00
8.812035951543571721e-02	3.833348834512308567e+00
8.831574833919500489e-02	3.780010179885963773e+00
8.851113716295427869e-02	3.728156547516586539e+00
8.870652598671356637e-02	3.677751226256372075e+00
8.890191481047284017e-02	3.628758613095607100e+00
8.909730363423212784e-02	3.581144188655946081e+00
8.929269245799141552e-02	3.534874492962999160e+00
8.948808128175068932e-02	3.489917101537093114e+00
8.968347010550997700e-02	3.446240601837411432e+00
8.987885892926925080e-02	3.403814570090499814e+00
9.007424775302853848e-02	3.362609548531048542e+00
9.026963657678781228e-02	3.322597023079292278e+00
9.046502540054709995e-02	3.283749401476611762e+00
9.066041422430637375e-02	3.246039991898313826e+00
9.085580304806566143e-02	3.209442982059964589e+00
9.105119187182493523e-02	3.173933418831603070e+00
9.124658069558422291e-02	3.139487188371999693e+00
9.144196951934349671e-02	3.106080996793549875e+00
9.163735834310278439e-02	3.073692351366576148e+00
9.183274716686205819e-02	3.042299542270445745e+00
9.202813599062134586e-02	3.011881624897704945e+00
9.222352481438061966e-02	2.982418402716177308e+00
9.241891363813990734e-02	2.953890410693048807e+00
9.261430246189918114e-02	2.926278899284183943e+00
9.280969128565846882e-02	2.899565818990971877e+00
9.300508010941774262e-02	2.873733805486714754e+00
9.320046893317703030e-02	2.848766165313734611e+00
9.339585775693630409e-02	2.824646862152174531e+00
9.359124658069559177e-02	2.801360503661123325e+00
9.378663540445486557e-02	2.778892328892509145e+00
9.398202422821415325e-02	2.757228196277942356e+00
9.417741305197342705e-02	2.736354572188823830e+00
9.437280187573271473e-02	2.716258520070025995e+00
9.456819069949200240e-02	2.696927690147395751e+00
9.476357952325127620e-02	2.678350309709793375e+00
9.495896834701056388e-02	2.660515173966360614e+00
9.515435717076983768e-02	2.643411637480192589e+00
9.534974599452912536e-02	2.627029606179901222e+00
9.554513481828839916e-02	2.611359529951048586e+00
9.574052364204768684e-02	2.596392395809811848e+00
9.593591246580696064e-02	2.582119721661989775e+00
9.613130128956624831e-02	2.568533550650947905e+00
9.632669011332552211e-02	2.555626446098805182e+00
9.652207893708480979e-02	2.543391487045993493e+00
9.671746776084408359e-02	2.531822264395029887e+00
9.691285658460337127e-02	2.520912877665312912e+00
9.710824540836264507e-02	2.510657932366595624e+00
9.730363423212193275e-02	2.501052537999898018e+00
9.749902305588120655e-02	2.492092306695647075e+00
9.769441187964049422e-02	2.483773352499951237e+00
9.788980070339976802e-02	2.476092291321201344e+00
9.808518952715905570e-02	2.469046241550520104e+00
9.828057835091832950e-02	2.462632825370838496e+00
9.847596717467761718e-02	2.456850170771027742e+00
9.867135599843689098e-02	2.451696914282981865e+00
9.886674482219617865e-02	2.447172204461211642e+00
9.906213364595545245e-02	2.443275706126358138e+00
9.925752246971474013e-02	2.440007605395916546e+00
9.945291129347401393e-02	2.437368615527358173e+00
9.964830011723330161e-02	2.435359983601139700e+00
9.984368894099257541e-02	2.433983498073347462e+00
1.000390777647518631e-01	2.433241497229924999e+00
1.002344665885111508e-01	2.433136878577422557e+00
1.004298554122704246e-01	2.433673109207607155e+00
1.006252442360297122e-01	2.434854237176390157e+00
1.008206330597889860e-01	2.436684903940673053e+00
1.010160218835482737e-01	2.439170357900014796e+00
1.012114107073075475e-01	2.442316469093626541e+00
1.014067995310668352e-01	2.446129745107106235e+00
1.016021883548261090e-01	2.450617348247355665e+00
1.017975771785853967e-01	2.455787114048532782e+00
1.019929660023446705e-01	2.461647571176685201e+00
1.021883548261039582e-01	2.468207962805666345e+00
1.023837436498632320e-01	2.475478269542464194e+00
1.025791324736225196e-01	2.483469233985802660e+00
1.027745212973817934e-01	2.492192387008242527e+00
1.029699101211410811e-01	2.501660075858634258e+00
1.031652989449003549e-01	2.511885494189127765e+00
1.033606877686596426e-01	2.522882714118620306e+00
1.035560765924189164e-01	2.534666720453064848e+00
1.037514654161782041e-01	2.547253447191990539e+00
1.039468542399374779e-01	2.560659816460366667e+00
1.041422430636967655e-01	2.574903780015640020e+00
1.043376318874560393e-01	2.590004363490836070e+00
1.045330207112153270e-01	2.605981713547268264e+00
1.047284095349746008e-01	2.622857148123424853e+00
1.049237983587338885e-01	2.640653209981126182e+00
1.051191871824931623e-01	2.659393723765561379e+00
1.053145760062524500e-01	2.679103856812693252e+00
1.055099648300117238e-01	2.699810183955850817e+00
1.057053536537710114e-01	2.721540756603052724e+00
1.059007424775302991e-01	2.744325176378258568e+00
1.060961313012895729e-01	2.768194673643098014e+00
1.062915201250488606e-01	2.793182191240886514e+00
1.064869089488081344e-01	2.819322473832666098e+00
1.066822977725674221e-01	2.846652163224764109e+00
1.068776865963266959e-01	2.875209900120375028e+00
1.070730754200859836e-01	2.905036432763167920e+00
1.072684642438452574e-01	2.936174732979963675e+00
1.074638530676045450e-01	2.968670120171872817e+00
1.076592418913638188e-01	3.002570393849839370e+00
1.078546307151231065e-01	3.037925975360951991e+00
1.080500195388823803e-01	3.074790059507523488e+00
1.082454083626416680e-01	3.113218776821448319e+00
1.084407971864009418e-01	3.153271367322789231e+00
1.086361860101602295e-01	3.195010366664336576e+00
1.088315748339195033e-01	3.238501805643614340e+00
1.090269636576787909e-01	3.283815424151596218e+00
1.092223524814380647e-01	3.331024900723377424e+00
1.094177413051973524e-01	3.380208098962157237e+00
1.096131301289566262e-01	3.431447332223912738e+00
1.098085189527159139e-01	3.484829648078679565e+00
1.100039077764751877e-01	3.540447134205404023e+00
1.101992966002344754e-01	3.598397247533042353e+00
1.103946854239937492e-01	3.658783168612777636e+00
1.105900742477530369e-01	3.721714183396080067e+00
1.107854630715123107e-01	3.787306094803422507e+00
1.109808518952715983e-01	3.855681666701127330e+00
1.111762407190308860e-01	3.926971103161370102e+00
1.113716295427901598e-01	4.001312566166014939e+00
1.115670183665494475e-01	4.078852735232112003e+00
1.117624071903087213e-01	4.159747412789026377e+00
1.119577960140680090e-01	4.244162179529016754e+00
1.121531848378272828e-01	4.332273104388942642e+00
1.123485736615865704e-01	4.424267514306927218e+00
1.125439624853458442e-01	4.520344829439417289e+00
1.127393513091051319e-01	4.620717470129611648e+00
1.129347401328644057e-01	4.725611842594498846e+00
1.131301289566236934e-01	4.835269411054653688e+00
1.133255177803829672e-01	4.949947864879131743e+00
1.135209066041422549e-01	5.069922390268954970e+00
