omega	$N=6040$
8.612123219609142677e-02	2.225380181017661982e+02
8.628684995031467297e-02	2.054519722756100180e+02
8.645246770453793306e-02	1.899633629237925447e+02
8.661808545876117926e-02	1.758976697999991643e+02
8.678370321298443935e-02	1.631020870792581263e+02
8.694932096720768555e-02	1.514425030226085198e+02
8.711493872143094563e-02	1.408009426442653478e+02
8.728055647565419184e-02	1.310733960370590694e+02
8.744617422987745192e-02	1.221679689628277998e+02
8.761179198410069813e-02	1.140033035686543883e+02
8.777740973832394433e-02	1.065072262028925536e+02
8.794302749254720442e-02	9.961558670998864784e+01
8.810864524677045062e-02	9.327125962174166318e+01
8.827426300099371070e-02	8.742328260321041000e+01
8.843988075521695691e-02	8.202611156683387605e+01
8.860549850944021699e-02	7.703897520758320638e+01
8.877111626366346320e-02	7.242531446984835952e+01
8.893673401788672328e-02	6.815229474133664667e+01
8.910235177210996949e-02	6.419038046699988342e+01
8.926796952633322957e-02	6.051296345694316869e+01
8.943358728055647577e-02	5.709603748269729095e+01
8.959920503477973586e-02	5.391791286210620626e+01
8.976482278900298206e-02	5.095896566142655359e+01
8.993044054322624214e-02	4.820141692466485495e+01
9.009605829744948835e-02	4.562913799936914927e+01
9.026167605167274843e-02	4.322747858556145673e+01
9.042729380589599464e-02	4.098311460692205088e+01
9.059291156011924084e-02	3.888391340468506030e+01
9.075852931434250093e-02	3.691881409626645194e+01
9.092414706856574713e-02	3.507772123208751225e+01
9.108976482278900721e-02	3.335141013306838431e+01
9.125538257701225342e-02	3.173144250464127225e+01
9.142100033123551350e-02	3.021009110611787207e+01
9.158661808545875971e-02	2.878027241166527972e+01
9.175223583968201979e-02	2.743548633464542874e+01
9.191785359390526600e-02	2.616976220405690157e+01
9.208347134812852608e-02	2.497761028288913820e+01
9.224908910235177228e-02	2.385397820573759375e+01
9.241470685657503237e-02	2.279421178893667488e+01
9.258032461079827857e-02	2.179401973241988344e+01
9.274594236502153866e-02	2.084944178988854802e+01
9.291156011924478486e-02	1.995682003388768777e+01
9.307717787346804494e-02	1.911277288601481317e+01
9.324279562769129115e-02	1.831417162065307025e+01
9.340841338191453735e-02	1.755811908399711285e+01
9.357403113613779744e-02	1.684193039942775982e+01
9.373964889036104364e-02	1.616311545597838517e+01
9.390526664458430373e-02	1.551936299922977724e+01
9.407088439880754993e-02	1.490852616385346785e+01
9.423650215303081001e-02	1.432860930454445914e+01
9.440211990725405622e-02	1.377775599755588587e+01
9.456773766147731630e-02	1.325423809870744307e+01
9.473335541570056251e-02	1.275644575583059748e+01
9.489897316992382259e-02	1.228287828432904405e+01
9.506459092414706880e-02	1.183213582401846864e+01
9.523020867837032888e-02	1.140291170385297548e+01
9.539582643259357508e-02	1.099398544863192306e+01
9.556144418681683517e-02	1.060421636845648052e+01
9.572706194104008137e-02	1.023253767764098754e+01
