5624	2	17	7	5	30	23	13	11	12	
0	6566	42	19	26	22	16	39	87	19	
5	38	5403	54	6	14	9	50	12	4	
11	33	103	5679	6	122	2	24	55	87	
14	5	50	9	5440	26	7	57	9	94	
7	8	1	64	1	5011	55	5	18	19	
33	9	63	17	66	68	5682	7	27	2	
1	11	44	33	3	7	0	5866	2	37	
212	55	214	192	44	82	123	39	5582	74	
16	15	21	57	245	39	1	165	48	5601	
