#Oblika matrike: [784, 28, 10]
#Natančnost treninga: 0.9180833333333334    Natančnost testa:0.9192
#	Trening		Test
#Stevka	Zadete	Faljene	Zadete	Faljene
0	147	5580	30	954
1	346	6551    43      1109
2	237	5128    28      888
3	573	5530    103     925
4	284	5292    46      879
5	168	4757    30      768
6	346	5631    61      905
7	128	5537    27      904
8	1530	5486    247     918
9	1156	5593    193     942
