11.0	11.0	11.0	11.0	7.8100000000000005	11.0	5.89	4.01	5.46	7.8100000000000005	5.53	1.92	3.2	2.7600000000000002	1.69	1.36	0.84	2.44	0.7000000000000001	1.4000000000000001	2.24	1.73	1.31	1.22	1.4000000000000001	1.19	1.08	1.31	2.57	0.99	1.01	0.8300000000000001	0.9400000000000001	0.6900000000000001	0.86	0.48	11.0	11.0	0.56	1.28	0.66	1.0	0.93	0.0	0.9400000000000001	11.0	0.9400000000000001	0.6	0.28	0.39	0.6900000000000001	0.43	11.0	1.18	0.54	11.0	1.36	0.55	0.77	0.8300000000000001	0.37	11.0	0.5	0.39	0.29	0.56	0.76	11.0	0.5	0.3	0.52	0.54	0.17	11.0	0.58	0.7000000000000001	0.51	0.15	0.44	11.0	0.22	11.0	0.27	0.45	0.39	11.0	0.39	0.32	0.29	11.0	11.0	11.0	0.26	0.37	0.41000000000000003	0.3	11.0	0.34	0.37	11.0	
11.0	11.0	7.37	9.36	5.54	11.0	4.4	11.0	5.2	5.68	4.4	2.86	3.27	2.91	1.74	4.64	1.47	1.6600000000000001	2.77	1.95	1.72	1.3800000000000001	0.63	1.27	0.9	1.59	0.54	11.0	0.76	0.54	0.74	0.68	0.84	0.62	11.0	11.0	1.27	0.92	0.44	11.0	0.79	0.64	0.8200000000000001	0.0	0.62	0.72	1.6	1.01	11.0	0.45	0.47000000000000003	0.93	11.0	0.8200000000000001	0.62	0.51	0.45	0.9	0.77	0.27	0.37	11.0	0.34	11.0	0.48	11.0	0.41000000000000003	11.0	0.54	0.3	0.58	0.46	11.0	0.6	0.25	0.19	0.24	0.75	0.23	11.0	11.0	11.0	0.37	0.3	0.27	0.2	0.4	11.0	0.48	0.2	0.32	0.23	0.36	11.0	11.0	0.24	0.35000000000000003	11.0	0.48	0.45	
11.0	11.0	11.0	11.0	11.0	11.0	11.0	7.5200000000000005	2.91	11.0	2.17	2.87	3.52	1.49	3.0500000000000003	3.7	2.11	3.2800000000000002	2.35	1.95	1.32	3.37	11.0	1.6400000000000001	1.96	2.09	0.85	0.63	1.32	1.31	1.86	2.83	1.47	0.91	11.0	11.0	1.21	0.9	0.85	1.24	0.68	0.75	0.91	0.0	0.59	0.85	1.59	11.0	11.0	0.25	11.0	1.48	0.81	1.0	11.0	0.44	0.58	11.0	0.79	0.7000000000000001	0.53	0.59	0.68	0.34	0.25	0.37	0.8300000000000001	0.29	0.29	0.9	11.0	0.39	0.41000000000000003	0.71	0.17	0.47000000000000003	0.22	0.33	0.34	11.0	11.0	0.42	0.59	0.15	0.2	11.0	11.0	0.39	0.27	11.0	0.26	0.35000000000000003	0.36	0.46	0.48	11.0	0.24	11.0	0.33	0.4	
11.0	11.0	11.0	11.0	9.38	5.0200000000000005	7.04	7.3100000000000005	4.11	3.49	2.98	11.0	3.0700000000000003	3.77	5.13	11.0	1.86	1.87	1.46	0.91	1.5	2.18	1.62	2.1	1.67	2.24	1.12	1.8	1.33	0.84	0.6	0.41000000000000003	1.42	0.92	1.22	0.65	1.0	0.58	11.0	11.0	1.49	0.79	1.59	0.0	0.65	0.5	0.22	0.3	0.56	1.1400000000000001	1.03	0.33	0.56	0.46	11.0	0.66	0.73	0.44	0.38	11.0	0.56	11.0	11.0	0.63	11.0	11.0	0.33	0.61	0.27	11.0	0.51	0.19	0.53	0.31	0.36	0.79	0.6	0.64	0.37	0.32	0.29	0.51	11.0	11.0	11.0	0.21	11.0	0.45	0.47000000000000003	11.0	0.31	0.36	11.0	0.66	0.24	0.3	11.0	11.0	11.0	0.38	
11.0	11.0	11.0	6.79	4.39	11.0	11.0	7.6000000000000005	2.79	8.24	9.0	2.35	2.69	5.53	9.25	3.7	7.7700000000000005	2.75	1.9000000000000001	11.0	3.0300000000000002	2.38	1.6600000000000001	1.41	1.02	3.38	1.25	1.21	0.99	1.26	2.54	11.0	0.9400000000000001	0.62	1.92	1.02	11.0	0.7000000000000001	0.52	1.1	1.4000000000000001	0.92	1.29	0.0	0.68	0.38	0.92	0.9	0.55	0.36	0.31	11.0	0.42	11.0	0.41000000000000003	0.86	0.36	0.5700000000000001	0.54	0.66	0.64	0.33	0.72	0.52	0.38	0.43	0.6900000000000001	0.42	0.67	0.35000000000000003	11.0	1.01	0.52	0.75	0.26	0.21	0.39	0.1	0.22	11.0	11.0	0.39	0.52	11.0	0.22	0.18	0.55	0.19	0.35000000000000003	0.89	0.13	0.17	11.0	0.26	11.0	11.0	0.42	11.0	11.0	0.22	
11.0	11.0	11.0	11.0	11.0	11.0	11.0	5.51	2.59	2.37	4.7700000000000005	8.91	1.95	4.34	3.7	3.3200000000000003	2.4	2.39	2.68	1.03	1.16	2.14	1.16	2.83	3.17	1.68	0.75	2.68	1.59	11.0	0.73	0.41000000000000003	1.05	1.01	11.0	1.42	0.5700000000000001	0.85	1.35	0.9	0.78	1.11	0.46	0.0	0.63	0.75	1.02	11.0	11.0	1.0	0.34	0.49	1.12	0.65	0.49	0.26	11.0	0.41000000000000003	0.3	0.45	0.77	0.33	0.61	0.79	0.17	0.6	0.47000000000000003	0.65	0.68	0.44	0.24	0.37	11.0	11.0	0.5	0.55	0.15	0.48	0.67	0.35000000000000003	0.31	0.26	0.27	0.45	0.44	0.43	0.42	0.24	0.34	0.23	0.14	0.37	11.0	11.0	0.74	11.0	0.5700000000000001	0.14	0.25	0.16	
11.0	11.0	11.0	11.0	8.25	11.0	5.97	8.21	11.0	11.0	6.94	4.58	3.69	11.0	6.8500000000000005	3.23	2.24	1.6400000000000001	11.0	1.79	1.12	1.1300000000000001	2.56	2.09	1.6	0.75	11.0	0.9500000000000001	1.69	1.18	1.07	1.2	1.36	11.0	11.0	1.34	0.45	0.86	0.67	11.0	1.27	0.91	1.37	0.0	11.0	0.35000000000000003	0.75	0.85	0.67	0.71	11.0	0.29	0.56	0.37	1.26	0.29	0.27	11.0	0.45	0.65	11.0	1.0	11.0	11.0	0.31	11.0	0.38	0.65	11.0	0.31	0.56	0.2	1.09	0.35000000000000003	0.7000000000000001	0.31	0.23	0.52	0.5700000000000001	0.36	0.86	0.67	11.0	0.45	0.32	0.22	0.53	0.25	0.35000000000000003	0.46	0.22	0.66	0.38	0.22	11.0	11.0	0.34	0.31	11.0	0.39	
11.0	11.0	11.0	11.0	5.86	11.0	7.16	11.0	5.22	11.0	2.46	11.0	11.0	11.0	8.45	1.92	3.77	1.16	1.1500000000000001	1.6	2.5	1.7	0.7000000000000001	0.79	0.78	1.0	1.73	0.58	1.97	2.64	1.17	1.24	1.12	0.61	0.46	0.97	0.47000000000000003	0.5700000000000001	1.9100000000000001	0.35000000000000003	11.0	1.08	0.7000000000000001	0.0	0.75	0.99	0.51	0.61	0.33	0.48	0.8300000000000001	1.81	0.32	0.41000000000000003	0.98	11.0	11.0	0.84	0.59	0.77	0.36	0.28	0.37	0.37	0.42	1.05	0.42	0.3	11.0	11.0	0.37	11.0	0.45	11.0	0.39	11.0	0.26	0.28	0.46	0.34	0.29	11.0	0.89	0.37	11.0	0.19	11.0	11.0	0.47000000000000003	11.0	0.35000000000000003	0.14	0.26	0.49	0.28	0.33	11.0	0.43	0.22	0.17	
11.0	11.0	11.0	11.0	11.0	11.0	7.04	11.0	11.0	4.28	11.0	11.0	11.0	1.61	11.0	11.0	1.95	11.0	7.21	6.17	1.2	2.5500000000000003	1.19	6.01	1.42	1.11	1.24	11.0	6.11	0.74	1.45	1.26	1.02	11.0	0.8200000000000001	0.9500000000000001	1.58	2.5300000000000002	0.9500000000000001	0.99	0.91	0.8300000000000001	1.09	0.0	1.04	0.65	1.0	1.22	0.48	0.56	11.0	0.29	0.27	0.63	0.8	0.46	11.0	0.53	0.44	0.68	11.0	0.76	11.0	0.29	0.25	0.59	0.5700000000000001	0.35000000000000003	11.0	0.18	11.0	0.4	0.28	0.93	11.0	0.41000000000000003	0.58	0.44	11.0	0.22	0.24	0.49	11.0	0.19	0.31	0.45	11.0	0.33	0.42	0.22	0.27	0.72	0.39	0.3	0.56	11.0	11.0	11.0	0.37	0.3	
11.0	11.0	11.0	11.0	11.0	11.0	7.62	11.0	11.0	11.0	11.0	11.0	5.66	11.0	3.3000000000000003	5.4	11.0	7.07	11.0	1.09	5.3500000000000005	5.7700000000000005	1.1400000000000001	9.83	11.0	0.98	1.97	4.54	1.22	1.54	1.48	0.91	9.67	0.46	0.48	0.73	0.63	0.48	1.29	0.79	0.84	11.0	0.76	0.0	0.35000000000000003	0.84	1.26	0.5	0.81	11.0	0.28	0.47000000000000003	11.0	1.12	0.3	0.56	0.92	11.0	1.12	11.0	0.33	0.55	0.37	0.4	0.29	0.25	0.36	0.9	0.32	0.25	0.26	11.0	11.0	11.0	0.56	0.64	0.37	0.32	11.0	0.46	0.85	0.18	0.23	0.45	0.4	0.42	0.11	0.39	0.81	11.0	0.34	0.49	11.0	0.36	11.0	0.47000000000000003	11.0	0.29	11.0	11.0	
